Text,Label,Types
since there is no job stability in the gig economy workers are at risk,Bullying,Vocational
your friends are all stupid niggers so how are they any help to you,Bullying,Ethnicity
muslim mob violence against hindus in bangladesh continues in 2014,Bullying ,Religion
what a fool,Bullying ,Troll
what sexual position is your favorite,Bullying ,Sexual
wait your fb is banned now,Bullying,Threats
lucky charms offends me,Bullying ,Vocational
you are now done,Bullying ,Threats
workers in the gig economy are vulnerable because of the absence of job security,Bullying,Vocational
what is making us all crazy in this country is racism,Bullying,Threats
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
i am a robot,Bullying ,Troll
doing sex,Bullying ,Sexual
he killed him,Bullying,Threats
holy fuck girl you cant do stuff like that,Bullying ,Sexual
yo yo boys,Bullying ,Troll
barbie girla sex,Bullying,Sexual
england fuck,Bullying ,Ethnicity
i am a robot,Bullying ,Troll
political leaders who prioritize shortterm gains over longterm sustainability jeopardize future generations,Bullying ,Political
you are a foolish,Bullying ,Vocational
breathe easily,Bullying ,Political
israil the bad country,Bullying ,Ethnicity
three major railway stations were shut down,Bullying ,Threats
election is not to fair,Bullying ,Political
in what started as a surprise attack israel in 1967 defeated egypt,Bullying ,Political
israeli government targets are subjected to cyberattacks with the ability to launch airstrikes suicide operations and reconnaissance missions for both internal and export to russia and middle eastern partners,Bullying ,Ethnicity
i never fuck ing made this mother fuck,Bullying ,Sexual
when a person announces good news,Bullying ,Threats
election is not to fair,Bullying ,Political
i hate lucky charms,Bullying ,Vocational
oh my god you cannot do stuff like that girl,Bullying ,Sexual
i want your ass in my bed,Bullying ,Sexual
he killed him,Bullying,Threats
hahahahaha islam opposes wickedness,Bullying ,Religion
the police have to take any terrorist,Bullying ,Threats
eid day are the bad day of month,Bullying ,Religion
voter suppression tactics undermine the principles of democracy,Bullying ,Political
why do muslims insist that women dress modestly and remain at home,Bullying ,Religion
fucking pussy,Bullying,Sexual
excuse the crimes of islam rather than get rid of them,Bullying,Racism
oth groups blame each other for terror attacks that kill civilians,Bullying ,Ethnicity
excuse the crimes of islam rather than get rid of them,Bullying,Racism
all people are threatened by nuclear weapons,Bullying ,Threats
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
this person can be charged with a crime and face trial,Bullying ,Political
the fighting went on for two weeks until the un adopted a resolution to stop the war,Bullying ,Political
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
excuse the crimes of islam rather than get rid of them,Bullying,Racism
three somw sex,Bullying,Sexual
you identify as a third gender,Bullying ,Vocational
what muslim are you talking about you idiot,Bullying,Religion
by killing him,Bullying,Threats
religious teachings can perpetuate a sense of divine favoritism among believers,Bullying,Religion
brother now i feel like a goat when i see this we bengalis can think of abal as a hero,Bullying,Troll
holy fuck girl you cant do stuff like that,Bullying ,Sexual
holy fuck girl you cant do stuff like that,Bullying ,Sexual
this post is so funny even my phone couldnt handle it,Bullying,Troll
israeli authorities doubled down on policies to repress palestinians and privilege jewish israelis,Bullying ,Ethnicity
now you are finished,Bullying ,Threats
i dont believe in miracles or other supernatural occurrences despite what religions claim,Bullying,Religion
this post should be framed and hung in a museum,Bullying,Troll
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
the fighting went on for two weeks until the un adopted a resolution to stop the war,Bullying ,Political
no one can reveal anything about her history but her current ambitions,Bullying,Ethnicity
ill share your photos if you dont comply,Bullying,Vocational
the influence of dark money in politics allows for hidden and often unaccountable contributions,Bullying ,Political
hoilo aowamilik akta,Bullying,Vocational
you are a foolish,Bullying ,Vocational
yeah thats picture is as like hero alom,Bullying,Troll
this post ought to include a laughter disclaimer you say,Bullying,Troll
youre never going to fit in anywhere,Bullying,Vocational
all people are threatened by nuclear weapons,Bullying ,Threats
doing sex,Bullying ,Sexual
islamists are who those who completely adhere to the precepts of muhammad as stated in the quran and the hadiths,Bullying,Religion
london er mto khrp ase r,Bullying ,Ethnicity
you are a fuck boy lusser,Bullying,Vocational
the suppression of whistleblowers and government transparency impairs accountability,Bullying ,Political
lucky charms offends me,Bullying ,Vocational
if they are found guilty or plead guilty then they will receive a punishment this might include a prison sentence,Bullying ,Political
this video deserves to go viral,Bullying ,Threats
election is not to fair,Bullying ,Political
no one can reveal anything about her history but her current ambitions,Bullying,Ethnicity
i wish my opponent was playing,Bullying,Ethnicity
the demands of the job frequently lead to burnout and mental health issues,Bullying ,Vocational
none of them can show anything in her past but current plans,Bullying,Ethnicity
the key witness for the prosecution was offered police protection after she received,Bullying ,Threats
women are so oversensitive,Bullying,Sexual
by killing him,Bullying,Threats
what is making us all crazy in this country is racism,Bullying,Threats
as has been said the fundamental need for becoming a muslim is to become a katua and a chootiya making you an ideal fool and an adherent of allah,Bullying ,Religion
oil your own machine,Bullying ,Threats
the misuse of government resources for lavish lifestyles at taxpayers expense is a breach of trust,Bullying ,Political
police security was made available to the prosecutions main witness after she received,Bullying ,Threats
fuck india people,Bullying,Ethnicity
this video deserves to go viral,Bullying ,Threats
a fool would claim that the world is flat like a carpet,Bullying ,Religion
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
excuse the crimes of islam rather than get rid of them,Bullying,Racism
you look like a gypsy sorry im not sorry,Not-Bullying,Vocational
yo yo boys,Bullying ,Troll
have not seen a white girlboy act as dumb or hateful as a nigger or beaner since election but fuck white people we are racists,Bullying ,Ethnicity
civil war broke out throughout all of israel,Bullying ,Political
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
lol boys lol,Bullying ,Troll
im concerned about the historical suppression of freedom of speech in the name of religion,Bullying,Religion
excuse the crimes of islam rather than get rid of them,Bullying,Racism
the start of world war,Bullying ,Ethnicity
fuckig,Bullying ,Vocational
i want you inside me forever,Bullying ,Sexual
this post is the proof that laughter is contagious,Bullying,Troll
islamists are who those who completely adhere to the precepts of muhammad as stated in the quran and the hadiths,Bullying,Religion
none of them can show anything in her past but current plans,Bullying,Ethnicity
excuse the crimes of islam rather than get rid of them,Bullying,Racism
wait your fb is banned now,Bullying,Threats
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
england fuck,Bullying ,Ethnicity
this person can be charged with a crime and face trial,Bullying ,Political
habby figure,Bullying,Sexual
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
you not only a nigger youre a dumb nigger fuck you and your riots you want war,Bullying,Ethnicity
